moviename,release_date,budget,crore conversion,Currency conversion,year,cleaned_budget,cleaned_release_date,cleaned_budget_2,final_budget
Power Rangers,"
March 22, 2017 (2017-03-22) (Regency Village Theater)
March 24, 2017 (2017-03-24) (United States)
",$105 million,1,1,2017,105000000,3/24/2017,105000000,105000000
Girls Trip,"
June 14, 2017 (2017-06-14) (American Black Film Festival)
July 21, 2017 (2017-07-21) (United States)
",$19 million,1,1,2017,19000000,7/21/2017,19000000,19000000
American Made,"
August 18, 2017 (2017-08-18) (Taiwan)
September 29, 2017 (2017-09-29) (United States)
",$50–60 million,1,1,2017,60000000,9/29/2017,60000000,60000000
A Bad Moms Christmas,"
October 30, 2017 (2017-10-30) (Regency Village Theater)
November 1, 2017 (2017-11-01) (United States)
",$28 million,1,1,2017,28000000,11/1/2017,28000000,28000000
Happy Death Day,"
February 13, 2019 (2019-02-13) (United States)
",$9 million,1,1,2019,9000000,2/13/2019,9000000,9000000
The Lego Ninjago Movie,"
September 16, 2017 (2017-09-16) (Regency Village Theater)
September 21, 2017 (2017-09-21) (Denmark)
September 22, 2017 (2017-09-22) (United States)
",$70 million,1,1,2017,70000000,9/22/2017,70000000,70000000
Secret Superstar,"
19 October 2017 (2017-10-19)[1]
",₹150 million[a],1,0.013,2017,150000000,10/19/2017,150000000,1950000
The Commuter,"
January 8, 2018 (2018-01-08) (New York City)
January 12, 2018 (2018-01-12) (United States)
January 19, 2018 (2018-01-19) (United Kingdom)
January 24, 2018 (2018-01-24) (France)
",$30 million,1,1,2017,30000000,1/24/2018,30000000,30000000
The Dark Tower,"
July 31, 2017 (2017-07-31) (Museum of Modern Art)
August 4, 2017 (2017-08-04) (United States)
",$66 million,1,1,2017,66000000,8/4/2017,66000000,66000000
Along With the Gods: The Two Worlds,"
20 December 2017 (2017-12-20)
",₩20 billion($18.3 million),1,1,2017,3000000,12/20/2017,18300000,18300000
Jigsaw,"
October 27, 2017 (2017-10-27) (United States)
",$10 million,1,1,2017,10000000,10/27/2017,10000000,10000000
Atomic Blonde,"
March 12, 2017 (2017-03-12) (SXSW)
July 28, 2017 (2017-07-28) (United States)
",$30 million,1,1,2017,30000000,7/28/2017,30000000,30000000
Legend of the Demon Cat,"
December 22, 2017 (2017-12-22)
",CN¥170 million,1,0.153808,2017,170000000,12/22/2017,170000000,26147360
The Shack,"
March 3, 2017 (2017-03-03) (United States)
",$20 million,1,1,2017,20000000,3/3/2017,20000000,20000000
Chasing the Dragon,"
September 28, 2017 (2017-09-28) (Hong Kong)
September 30, 2017 (2017-09-30) (China)
",CN¥200 million,1,0.153808,2019,200000000,9/30/2017,200000000,30761600
Going in Style,"
March 30, 2017 (2017-03-30) (SVA Theatre)
April 7, 2017 (2017-04-07) (United States)
",$25 million,1,1,2017,25000000,4/7/2017,25000000,25000000
Lady Bird,"
September 1, 2017 (2017-09-01) (Telluride)
November 3, 2017 (2017-11-03) (United States)
",$10 million,1,1,2017,10000000,11/3/2017,10000000,10000000
The Nut Job 2: Nutty by Nature,"
August 11, 2017 (2017-08-11)
",$40 million,1,1,2017,40000000,8/11/2017,40000000,40000000
American Assassin,"
September 15, 2017 (2017-09-15)
",$33 million,1,1,2017,33000000,9/15/2017,33000000,33000000
Suck Me Shakespeer 3,"
29 October 2013 (2013-10-29)
",€5 million,1,1.08,2017,5000000,10/29/2013,5000000,5400000
The Mountain Between Us,"
September 9, 2017 (2017-09-09) (TIFF)
October 6, 2017 (2017-10-06) (United States)
",$35 million,1,1,2017,35000000,10/6/2017,35000000,35000000
The Star,"
November 12, 2017 (2017-11-12) (Regency Village Theater)
November 17, 2017 (2017-11-17) (United States)
",$20 million,1,1,2017,20000000,11/17/2017,20000000,20000000
How to Be a Latin Lover,"
April 28, 2017 (2017-04-28)
",$10-13 million,1,1,2017,13000000,4/28/2017,13000000,13000000
47 Meters Down,"
12 June 2017 (2017-06-12) (Regency Village Theatre)
16 June 2017 (2017-06-16) (United States)
26 July 2017 (2017-07-26) (United Kingdom)
",$5.3 million,1,1,2019,3000000,7/26/2017,5300000,5300000
"Everything, Everything","
May 19, 2017 (2017-05-19) (United States)
",$10 million,1,1,2017,10000000,5/19/2017,10000000,10000000
Doraemon: Great Adventure in the Antarctic Kachi Kochi,"
March 4, 2017 (2017-03-04)
",$8 million,1,1,2017,8000000,3/4/2017,8000000,8000000
Snatched,"
May 2, 2017 (2017-05-02) (New York City)
May 12, 2017 (2017-05-12) (United States)
",$42 million,1,1,2017,42000000,5/12/2017,42000000,42000000
My Little Pony: The Movie,"
September 24, 2017 (2017-09-24) (New York City)[1]
October 6, 2017 (2017-10-06) (United States and Canada)[2]
",$6.5 million,1,1,2017,5000000,10/6/2017,6500000,6500000
Molly's Game,"
September 8, 2017 (2017-09-08) (TIFF)
December 25, 2017 (2017-12-25) (United States)
",$30 million,1,1,2017,30000000,12/25/2017,30000000,30000000
Shock Wave,"
24 December 2020 (2020-12-24) (China)
18 February 2021 (2021-02-18) (Hong Kong)
",US$40 million,1,1,2020,40000000,2/18/2021,40000000,40000000
All the Money in the World,"
December 18, 2017 (2017-12-18) (Samuel Goldwyn Theater)
December 25, 2017 (2017-12-25) (United States)
January 5, 2018 (2018-01-05) (United Kingdom)
",$50 million,1,1,2017,50000000,1/5/2018,50000000,50000000
The Big Sick,"
January 20, 2017 (2017-01-20) (Sundance)
June 23, 2017 (2017-06-23) (United States)
",$5 million,1,1,2017,5000000,6/23/2017,5000000,5000000
Gongjo,"
January 18, 2017 (2017-01-18)
",US$8.52 million,1,1,2017,52000000,1/18/2017,8520000,8520000
All Eyez on Me,"
June 14, 2017 (2017-06-14) (Fox Bruin Theater)
June 16, 2017 (2017-06-16) (United States)
",$40–45 million,1,1,2017,45000000,6/16/2017,45000000,45000000
Downsizing,"
August 30, 2017 (2017-08-30) (Venice)
December 22, 2017 (2017-12-22) (United States)
",$68–76 million,1,1,2017,76000000,12/22/2017,76000000,76000000
"I, Tonya","
September 8, 2017 (2017-09-08) (TIFF)
December 8, 2017 (2017-12-08) (United States)
",$11 million,1,1,2017,11000000,12/8/2017,11000000,11000000
1987: When the Day Comes,"
December 27, 2017 (2017-12-27)[1]
",₩15 billion(US$14 million),1,1,2017,14000000,12/27/2017,14000000,14000000
Logan Lucky,"
August 9, 2017 (2017-08-09) (Knoxville)
August 18, 2017 (2017-08-18) (United States)
",$29 million,1,1,2017,29000000,8/18/2017,29000000,29000000
Boo 2! A Madea Halloween,"
October 20, 2017 (2017-10-20)[1]
",$20–25 million,1,1,2017,25000000,10/20/2017,25000000,25000000
Sky Hunter,"
September 29, 2017 (2017-09-29)
",CN¥200 million,1,0.153808,2017,200000000,9/29/2017,200000000,30761600
Phantom Thread,"
December 11, 2017 (2017-12-11) (Walter Reade Theater)
December 25, 2017 (2017-12-25) (United States)
",$35 million,1,1,2017,35000000,12/25/2017,35000000,35000000
Rough Night,"
June 12, 2017 (2017-06-12) (New York City)
June 16, 2017 (2017-06-16) (United States)
",$20–26 million,1,1,2017,26000000,6/16/2017,26000000,26000000
Son of Bigfoot,"
16 August 2017 (2017-08-16) (France)[3]
16 February 2018 (2018-02-16) (United States)
",$20 million,1,1,2017,20000000,2/16/2018,20000000,20000000
The Battleship Island,"
26 July 2017 (2017-07-26)
",US$21 million,1,1,2017,21000000,7/26/2017,21000000,21000000
Hanson and the Beast,"
29 December 2017 (2017-12-29)
","$6.7 million 
+ $7 million re-release",1,1,2017,7000000,12/29/2017,7000000,7000000
Flatliners,"
September 29, 2017 (2017-09-29) (United States)
",$19 million,1,1,2017,19000000,9/29/2017,19000000,19000000
Wind River,"
January 21, 2017 (2017-01-21) (Sundance)
August 4, 2017 (2017-08-04) (United States)
August 30, 2017 (2017-08-30) (France)
September 8, 2017 (2017-09-08) (United Kingdom)
",$11 million,1,1,2017,11000000,9/8/2017,11000000,11000000
Battle of Memories,"
April 28, 2017 (2017-04-28)
",US$20 million,1,1,2017,20000000,4/28/2017,20000000,20000000
The Snowman,"
7 October 2017 (2017-10-07) (Haifa)
13 October 2017 (2017-10-13) (United Kingdom)
",$35 million,1,1,2017,35000000,10/13/2017,35000000,35000000
Gifted,"
April 7, 2017 (2017-04-07) (United States)
",$7 million,1,1,2017,7000000,4/7/2017,7000000,7000000
Loving Vincent,"
12 June 2017 (2017-06-12) (Annecy)[2]
22 September 2017 (2017-09-22) (United States)[1]
6 October 2017 (2017-10-06) (Poland)[3]
13 October 2017 (2017-10-13) (United Kingdom)
",$5.5 million,1,1,2017,5000000,10/13/2017,5500000,5500000
Call Me by Your Name,"
January 22, 2017 (2017-01-22) (Sundance)
November 24, 2017 (2017-11-24) (United States)
January 18, 2018 (2018-01-18) (Brazil)
January 25, 2018 (2018-01-25) (Italy)
",$3.5 million,1,1,2017,5000000,1/25/2018,3500000,3500000
T2 Trainspotting,"
22 January 2017 (2017-01-22) (Edinburgh)
27 January 2017 (2017-01-27) (United Kingdom)
17 March 2017 (2017-03-17) (United States)
",$18 million,1,1,2017,18000000,3/17/2017,18000000,18000000
Fist Fight,"
February 13, 2017 (2017-02-13) (Regency Village Theater)
February 17, 2017 (2017-02-17) (United States)
",$22–25 million,1,1,2017,25000000,2/17/2017,25000000,25000000
Diary of a Wimpy Kid: The Long Haul,"
May 19, 2017 (2017-05-19)
",$22 million,1,1,2017,22000000,5/19/2017,22000000,22000000
Midnight Runners,"
9 August 2017 (2017-08-09)
",US$7 million,1,1,2017,7000000,8/9/2017,7000000,7000000
Home Again,"
August 29, 2017 (2017-08-29) (Los Angeles)
September 8, 2017 (2017-09-08) (United States)
",$15 million,1,1,2017,15000000,9/8/2017,15000000,15000000
The Adventurers,"
11 August 2017 (2017-08-11) (Taiwan, China)[1]
24 August 2017 (2017-08-24) (Hong Kong)
",RMB150 million,1,0.15,2017,150000000,8/24/2017,150000000,22500000
"Tad, the Lost Explorer, and the Secret of King Midas","
5 June 2012 (2012-06-05) (AIAFF)[1]
31 August 2012 (2012-08-31) (Spain)[2]
",€8 million,1,1.08,2017,8000000,8/31/2012,8000000,8640000
Hostiles,"
September 2, 2017 (2017-09-02) (Telluride)
December 22, 2017 (2017-12-22) (United States)
",$39 million,1,1,2017,39000000,12/22/2017,39000000,39000000
Kidnap,"
July 31, 2017 (2017-07-31) (ArcLight Hollywood)
August 4, 2017 (2017-08-04) (United States)
",$21 million,1,1,2017,21000000,8/4/2017,21000000,21000000
Sleepless,"
January 13, 2017 (2017-01-13) (United States)
",$30 million,1,1,2017,30000000,1/13/2017,30000000,30000000
Hindi Medium,"
19 May 2017 (2017-05-19) (India)
",₹14 crore,10000000,0.013,2017,14,5/19/2017,14,1820000
The Invisible Guest,"
23 September 2016 (2016-09-23) (Fantastic Fest)
6 January 2017 (2017-01-06) (Spain)
",€4 million ($4.5 million),1,1,2017,5000000,1/6/2017,4500000,4500000
This Is Not What I Expected,"
April 27, 2017 (2017-04-27)
",US$18 million,1,1,2017,18000000,4/27/2017,18000000,18000000
The Bye Bye Man,"
January 13, 2017 (2017-01-13)
",$6.2–7.4 million,1,1,2017,4000000,1/13/2017,7400000,7400000
The Disaster Artist,"
March 12, 2017 (2017-03-12) (SXSW)
December 1, 2017 (2017-12-01) (United States)
",$10 million,1,1,2017,10000000,12/1/2017,10000000,10000000
Alibi.com,"
15 February 2017 (2017-02-15)
",$7.6 million,1,1,2017,6000000,2/15/2017,7600000,7600000
Judwaa 2,"
29 September 2017 (2017-09-29)
",₹65 crore,10000000,0.013,2017,65,9/29/2017,65,8450000
What Happened to Monday,"
August 5, 2017 (2017-08-05) (Locarno Festival)
August 18, 2017 (2017-08-18) (United States)
",$20 million,1,1,2017,20000000,8/18/2017,20000000,20000000
The Beguiled,"
May 24, 2017 (2017-05-24) (Cannes)
June 23, 2017 (2017-06-23) (United States)
",$10 million,1,1,2017,10000000,6/23/2017,10000000,10000000
CHIPS,"
March 20, 2017 (2017-03-20) (TCL Chinese Theatre)
March 24, 2017 (2017-03-24) (United States)
",$25 million,1,1,2017,25000000,3/24/2017,25000000,25000000
A Cure for Wellness,"
December 10, 2016 (2016-12-10) (Alamo Drafthouse)
February 17, 2017 (2017-02-17) (United States)
",$40 million,1,1,2017,40000000,2/17/2017,40000000,40000000
Only the Brave,"
October 8, 2017 (2017-10-08) (Los Angeles)
October 20, 2017 (2017-10-20) (United States)
",$38 million,1,1,2017,38000000,10/20/2017,38000000,38000000
The Zookeeper's Wife,"
8 March 2017 (2017-03-08) (Warsaw)
31 March 2017 (2017-03-31) (United States)
21 April 2017 (2017-04-21) (United Kingdom)
",$20 million,1,1,2017,20000000,4/21/2017,20000000,20000000
Badrinath Ki Dulhania,"
10 March 2017 (2017-03-10) (India)
",₹390 million,1,0.013,2017,390000000,3/10/2017,390000000,5070000
Love Off the Cuff,"
April 11, 2017 (2017-04-11) (HKIFF)
April 27, 2017 (2017-04-27) (Hong Kong)
April 28, 2017 (2017-04-28) (China)
",US$12 million,1,1,2017,12000000,4/28/2017,12000000,12000000
Father Figures,"
December 13, 2017 (2017-12-13) (TCL Chinese Theater)
December 22, 2017 (2017-12-22) (United States)
",$25 million,1,1,2017,25000000,12/22/2017,25000000,25000000
Jolly LLB 2,"
10 February 2017 (2017-02-10) (India)
",₹45 crore,10000000,0.013,2017,45,2/10/2017,45,5850000
Detroit,"
July 26, 2017 (2017-07-26) (Fox Theatre)
July 28, 2017 (2017-07-28) (United States)
",$34–40 million,1,1,2017,40000000,7/28/2017,40000000,40000000
The Glass Castle,"
August 9, 2017 (2017-08-09) (Manhattan)
August 11, 2017 (2017-08-11) (United States)
",$9 million,1,1,2017,9000000,8/11/2017,9000000,9000000
Black Panther,"
January 29, 2018 (2018-01-29) (Dolby Theatre)
February 16, 2018 (2018-02-16) (United States)
",$200 million,1,1,2018,200000000,2/16/2018,200000000,200000000
Jurassic World: Fallen Kingdom,"
May 21, 2018 (2018-05-21) (WiZink Center)
June 22, 2018 (2018-06-22) (United States)
",$170–187 million,1,1,2018,187000000,6/22/2018,187000000,187000000
Incredibles 2,"
June 5, 2018 (2018-06-05) (Los Angeles)
June 15, 2018 (2018-06-15) (United States)
",$200 million,1,1,2018,200000000,6/15/2018,200000000,200000000
Aquaman,"
November 26, 2018 (2018-11-26) (Empire, Leicester Square)
December 21, 2018 (2018-12-21) (United States)
",$160–200 million,1,1,2018,200000000,12/21/2018,200000000,200000000
Venom,"
September 14, 2021 (2021-09-14) (London)
October 1, 2021 (2021-10-01) (United States)
",$110 million,1,1,2021,110000000,10/1/2021,110000000,110000000
Mission: Impossible - Fallout,"
July 12, 2018 (2018-07-12) (Paris)
July 27, 2018 (2018-07-27) (United States)
",$178 million,1,1,2018,178000000,7/27/2018,178000000,178000000
Deadpool 2,"
May 10, 2018 (2018-05-10) (Leicester Square)
May 18, 2018 (2018-05-18) (United States)
",$110 million,1,1,2018,110000000,5/18/2018,110000000,110000000
Ant-Man and the Wasp,"
June 25, 2018 (2018-06-25) (El Capitan Theatre)
July 6, 2018 (2018-07-06) (United States)
",$130–195 million,1,1,2018,195000000,7/6/2018,195000000,195000000
Ready Player One,"
March 11, 2018 (2018-03-11) (SXSW)[2]
March 29, 2018 (2018-03-29) (United States)
",$155–175 million,1,1,2018,175000000,3/29/2018,175000000,175000000
Operation Red Sea,"
16 February 2018 (2018-02-16)
",US$70 million,1,1,2018,70000000,2/16/2018,70000000,70000000
Detective Chinatown 2,"
16 February 2018 (2018-02-16)
",RMB 400 million($63 million),1,1,2018,63000000,2/16/2018,63000000,63000000
The Meg,"
August 10, 2018 (2018-08-10) (United States)
",$130–178 million,1,1,2018,178000000,8/10/2018,178000000,178000000
Hotel Transylvania 3: Summer Vacation,"
June 13, 2018 (2018-06-13) (AIAFF)
July 13, 2018 (2018-07-13) (United States)
",$65-80 million,1,1,2018,80000000,7/13/2018,80000000,80000000
The Grinch,"
October 22, 2018 (2018-10-22) (Regency Village Theater)
November 9, 2018 (2018-11-09) (United States)
",$75 million,1,1,2018,75000000,11/9/2018,75000000,75000000
Bumblebee,"
December 3, 2018 (2018-12-03) (Sony Center)
December 21, 2018 (2018-12-21) (United States)
",$102–135 million,1,1,2018,135000000,12/21/2018,135000000,135000000
Dying to Survive,"
June 19, 2018 (2018-06-19) (Shanghai International Film Festival)
July 5, 2018 (2018-07-05) (China)
",$10.9 million,1,1,2018,9000000,7/5/2018,10900000,10900000
A Star Is Born,"
August 31, 2018 (2018-08-31) (Venice)
October 5, 2018 (2018-10-05) (United States)
",$36 million,1,1,2018,36000000,10/5/2018,36000000,36000000
Rampage,"
April 4, 2018 (2018-04-04) (Microsoft Theater)
April 13, 2018 (2018-04-13) (United States)
",$120–140 million,1,1,2018,140000000,4/13/2018,140000000,140000000
Solo: A Star Wars Story,"
May 10, 2018 (2018-05-10) (Los Angeles)
May 25, 2018 (2018-05-25) (United States)
",$275–300 million,1,1,2018,300000000,5/25/2018,300000000,300000000
Fifty Shades Freed,"
February 6, 2018 (2018-02-06) (Paris)
February 9, 2018 (2018-02-09) (United States)
",$55 million,1,1,2018,55000000,2/9/2018,55000000,55000000
The Nun,"
September 4, 2018 (2018-09-04) (TCL Chinese Theatre)
September 7, 2018 (2018-09-07) (United States)
",$22 million,1,1,2018,22000000,9/7/2018,22000000,22000000
Mary Poppins Returns,"
November 29, 2018 (2018-11-29) (Dolby Theatre)
December 19, 2018 (2018-12-19) (United States)
",$130 million,1,1,2018,130000000,12/19/2018,130000000,130000000
Green Book,"
September 11, 2018 (2018-09-11) (TIFF)
November 16, 2018 (2018-11-16) (United States)
",$23 million,1,1,2018,23000000,11/16/2018,23000000,23000000
Skyscraper,"
July 1, 2018 (2018-07-01) (Beijing)
July 13, 2018 (2018-07-13) (United States)
",$125–129 million,1,1,2018,129000000,7/13/2018,129000000,129000000
Ocean's Eight,"
June 5, 2018 (2018-06-05) (Alice Tully Hall)
June 8, 2018 (2018-06-08) (United States)
",$70 million,1,1,2018,70000000,6/8/2018,70000000,70000000
Pacific Rim: Uprising,"
March 15, 2018 (2018-03-15) (Vue West End)
March 23, 2018 (2018-03-23) (United States)
",$150–176 million[a],1,1,2018,176000000,3/23/2018,176000000,176000000
Maze Runner: The Death Cure,"
January 11, 2018 (2018-01-11) (Seoul)
January 26, 2018 (2018-01-26) (United States)
",$62 million,1,1,2018,62000000,1/26/2018,62000000,62000000
Crazy Rich Asians,"
August 7, 2018 (2018-08-07) (TCL Chinese Theatre)
August 15, 2018 (2018-08-15) (United States)
",$30 million,1,1,2018,30000000,8/15/2018,30000000,30000000
